mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	TextLine	decrescendo_hairpin	crescendo_hairpin	Trill:trill
27	27	317/4	317/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	251														
27	27	80	80	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	252		articMarcatoAbove								72				
27	27	321/4	321/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	253														
27	27	78	78	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	254		articMarcatoAbove								73				
27	27	313/4	313/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	255														
27	27	79	79	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	256		articMarcatoAbove								74				
27	27	317/4	317/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	257														
27	27	80	80	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	258		articMarcatoAbove								75				
27	27	321/4	321/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	259														
28	28	81	81	0.0	0	0	Spanner	3/4	1	1	0																1		
28	28	81	81	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	260												1		
28	28	81	81	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	261		articStaccatoAbove								76		1		
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	262		articStaccatoAbove								76		1		
28	28	82	82	0.0	1/4	1/4	StaffText	3/4	1	1	0							<i>poco rit.</i>							76		1		
28	28	82	82	0.0	1/4	1/4	StaffText	3/4	1	1	0							<i>dolce</i>							76		1		
28	28	82	82	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	263		articStaccatoAbove								76		1		
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	264		articStaccatoAbove								76		1		
28	28	83	83	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	265		articStaccatoAbove								76		1		
28	28	167/2	167/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																		
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	266		articStaccatoAbove												
28	28	81	81	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	267														
28	28	81	81	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	268		articStaccatoBelow								77				
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	269		articStaccatoBelow								77				
28	28	82	82	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	270		articStaccatoBelow								77				
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	271		articStaccatoBelow								77				
28	28	83	83	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	272		articStaccatoBelow								77				
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	273		articStaccatoBelow												
29	29	84	84	0.0	0	0	StaffText	3/4	1	1	0							<i>a tempo</i>											
29	29	84	84	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	274		articAccentAbove								78				
29	29	673/8	673/8	0.0	1/32	1/32	StaffText	3/4	1	1	0							<i>grazioso</i>							78				
29	29	673/8	673/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	275										78				
29	29	337/4	337/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	276														
29	29	85	85	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	277		articAccentAbove								79				
29	29	681/8	681/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	278										79				
29	29	341/4	341/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	279														
29	29	86	86	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	280		articAccentAbove								80				
29	29	689/8	689/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	281										80				
29	29	345/4	345/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	282														
29	29	337/4	337/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	283														
29	29	341/4	341/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	284														
29	29	345/4	345/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	285														
30	30	87	87	1.75	0	0	Chord	3/4	1	1	7/16		1/4	7/4	286		articAccentAbove								81				
30	30	355/4	355/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	287										81				
30	30	711/8	711/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	288										81				
30	30	89	89	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	289														
30	30	175/2	175/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	290										82				
30	30	177/2	177/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	291										82				
30	30	355/4	355/4	0.125	7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	292										82				
30	30	711/8	711/8	0.125	15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	293										82				
30	30	89	89	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	294														
31	31	90	90	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	295		articAccentAbove								83				
31	31	721/8	721/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	296										83				
31	31	361/4	361/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	297														
31	31	91	91	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	298		articAccentAbove								84				
31	31	729/8	729/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	299										84				
31	31	365/4	365/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	300														
31	31	92	92	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	301		articAccentAbove								85				
31	31	737/8	737/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	302										85				
31	31	369/4	369/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	303														
31	31	361/4	361/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	304														
31	31	365/4	365/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	305														
31	31	369/4	369/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	306														
32	32	93	93	1.75	0	0	Chord	3/4	1	1	7/16		1/4	7/4	307		articAccentAbove								86				
32	32	379/4	379/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	308										86				
32	32	759/8	759/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	309										86				
32	32	95	95	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	310														
32	32	187/2	187/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	311										87				
32	32	189/2	189/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	312										87				
32	32	379/4	379/4	0.125	7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	313										87				
32	32	759/8	759/8	0.125	15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	314										87				
32	32	95	95	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	315														
33	33	96	96	0.0	0	0	StaffText	3/4	1	1	0							<i>leggiero poco accel.</i>											
33	33	96	96	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	316		articAccentAbove								88				
33	33	769/8	769/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	317										88				
33	33	385/4	385/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	318														
33	33	97	97	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	319		articAccentAbove								89				
33	33	777/8	777/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	320										89				
33	33	389/4	389/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	321														
33	33	98	98	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	322		articAccentBelow								90				
33	33	785/8	785/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	323										90				
33	33	393/4	393/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	324														
33	33	385/4	385/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	325														
33	33	389/4	389/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	326														
33	33	393/4	393/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	327														
34	34	99	99	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	328		articAccentBelow								91				
34	34	793/8	793/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	329										91				
34	34	397/4	397/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	330														
34	34	100	100	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	331		articAccentAbove								92				
34	34	801/8	801/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	332										92				
34	34	401/4	401/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	333														
34	34	101	101	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	334		articAccentAbove								93				
34	34	809/8	809/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	335										93				
34	34	405/4	405/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	336														
34	34	397/4	397/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	337														
34	34	401/4	401/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	338														
34	34	405/4	405/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	339														
35	35	102	102	0.0	0	0	Spanner	3/4	1	1	0																2		
35	35	102	102	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	340		articAccentBelow								94		2		
35	35	817/8	817/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	341										94		2		
35	35	409/4	409/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	342												2		
35	35	103	103	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	343		articAccentBelow								95		2		
35	35	825/8	825/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	344										95		2		
35	35	413/4	413/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	345												2		
35	35	104	104	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	346		articAccentBelow								96		2		
35	35	833/8	833/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	347										96		2		
35	35	417/4	417/4	0.0	9/16	9/16	Spanner	3/4	1	1	0																		
35	35	417/4	417/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	348														
35	35	409/4	409/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	349														
35	35	413/4	413/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	350														
35	35	417/4	417/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	351														
36	36	105	105	0.0	0	0	Dynamic	3/4	1	1	0					pp													
36	36	105	105	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	352		articAccentBelow								97				
36	36	841/8	841/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	353										97				
36	36	421/4	421/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	354														
36	36	106	106	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	355		articAccentBelow								98				
36	36	849/8	849/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	356										98				
36	36	425/4	425/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	357														
36	36	107	107	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	358		articAccentBelow								99				
36	36	857/8	857/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	359										99				
36	36	429/4	429/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	360														
36	36	421/4	421/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	361														
36	36	425/4	425/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	362														
36	36	429/4	429/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	363														
37	37	108	108	0.0	0	0	Dynamic	3/4	1	1	0					f													
37	37	108	108	0.0	0	0	StaffText	3/4	1	1	0							"<b><font size=""12""/>Molto sostenuto (      </b><font size=""10.25""/> <font size=""12""/><font face=""ScoreText""/><font size=""10.25""/><b><font size=""12""/><font face=""Edwin""/>) </b>"											
37	37	108	108	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	364										100				
37	37	109	109	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	365										100				
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	366										100				
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	367										101				
37	37	109	109	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	368										101				
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	369										101				
38	38	111	111	0.0	0	0	Tempo	3/4	1	1	0									𝅗𝅥=𝅘𝅥	93.0			1.0					
38	38	111	111	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	370														
38	38	111	111	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	371														
39	39	114	114	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""12""/><b>Tempo I</b>"											
39	39	114	114	0.0	0	0	Dynamic	3/4	1	1	0					mp													
39	39	114	114	0.0	0	0	Tempo	3/4	1	1	0									𝅗𝅥.=62	186.0	𝅗𝅥.	62.0	0.0					
39	39	114	114	0.0	0	0	Dynamic	3/4	2	1	0					sf													
39	39	114	114	1.75	0	0	Chord	3/4	2	1	7/16		1/4	7/4	372										102				
39	39	463/4	463/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	373										102				
39	39	116	116	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	374										102				
39	39	349/3	349/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	375										102				
39	39	350/3	350/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	376										102				
40	40	117	117	0.0	0	0	Dynamic	3/4	2	1	0					sf									102				
40	40	117	117	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	377										102				
40	40	119	119	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	378										102				
40	40	477/4	477/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	379														
41	41	120	120	0.0	0	0	Dynamic	3/4	1	1	0					sf													
41	41	120	120	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	380										103				
41	41	122	122	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	381										103				
41	41	489/4	489/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	382														
42	42	123	123	0.0	0	0	Dynamic	3/4	2	1	0					sf													
42	42	123	123	1.75	0	0	Chord	3/4	2	1	7/16		1/4	7/4	383										104				
42	42	499/4	499/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	384										104				
42	42	125	125	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	385										104				
42	42	376/3	376/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	386										104				
42	42	377/3	377/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	387										104				
43	43	126	126	0.0	0	0	Dynamic	3/4	2	1	0					sf									104				
43	43	126	126	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	388										104				
43	43	128	128	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	389										104				
43	43	513/4	513/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	390														
44	44	129	129	0.0	0	0	Dynamic	3/4	1	1	0					sf													
44	44	129	129	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	391										105				
44	44	131	131	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	392										105				
44	44	525/4	525/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	393														
45	45	132	132	0.0	0	0	Dynamic	3/4	2	1	0					sf													
45	45	132	132	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	394										106				
45	45	134	134	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	395										106				
45	45	537/4	537/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	396														
46	46	135	135	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	397		articMarcatoAbove								107				
46	46	541/4	541/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	398														
46	46	136	136	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	399		articMarcatoAbove								108				
46	46	545/4	545/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	400														
46	46	137	137	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	401		articMarcatoAbove								109				
46	46	549/4	549/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	402														
47	47	140	140	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	403										110				
47	47	561/4	561/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	404														
47	47	138	138	0.0	0	0	Dynamic	3/4	2	1	0					sf													
47	47	138	138	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	405										111				
47	47	279/2	279/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	406										111				
47	47	559/4	559/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	407														
48	48	141	141	0.0	0	0	StaffText	3/4	1	1	0							<i>sempre cresc.</i>											
48	48	141	141	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	408										112				
48	48	565/4	565/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	409														
48	48	142	142	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	410										113				
48	48	569/4	569/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	411														
48	48	143	143	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	412										114				
48	48	430/3	430/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	413										114				
48	48	431/3	431/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	414														
49	49	144	144	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	415		articMarcatoAbove								115				
49	49	577/4	577/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	416														
49	49	145	145	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	417		articMarcatoAbove								116				
49	49	581/4	581/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	418														
49	49	146	146	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	419		articMarcatoAbove								117				
49	49	585/4	585/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	420														
50	50	148	148	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	421		articMarcatoAbove								118				
50	50	593/4	593/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	422														
50	50	149	149	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	423		articMarcatoAbove								119				
50	50	597/4	597/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	424														
50	50	147	147	0.0	0	0	Dynamic	3/4	2	1	0					sf													
50	50	147	147	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	425										120				
50	50	442/3	442/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	426										120				
50	50	443/3	443/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	427														
51	51	150	150	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	428		articMarcatoAbove								121				
51	51	601/4	601/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	429														
51	51	151	151	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f													
51	51	151	151	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	430		articMarcatoAbove								122				
51	51	605/4	605/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	431														
51	51	152	152	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	432		articMarcatoAbove								123				
51	51	609/4	609/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	433														
51	51	150	150	0.0	0	0	Spanner	3/4	2	1	0															0			
51	51	150	150	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	434		articMarcatoAbove								124	0			
51	51	601/4	601/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	435											0			
51	51	301/2	301/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																		
51	51	151	151	0.0	1/4	1/4	Spanner	3/4	2	1	0															1			
51	51	151	151	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	436		articMarcatoAbove								125	1			
51	51	605/4	605/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	437											1			
51	51	303/2	303/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
51	51	152	152	0.0	1/2	1/2	Spanner	3/4	2	1	0															2			
51	51	152	152	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	438		articMarcatoAbove								126	2			
51	51	609/4	609/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	439											2			
51	51	305/2	305/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
52	52	153	153	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	440		articMarcatoAbove								127				
52	52	613/4	613/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	441														
52	52	154	154	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	442		articMarcatoAbove								128				
52	52	617/4	617/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	443														
52	52	155	155	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	444		articMarcatoAbove								129				
52	52	621/4	621/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	445														
52	52	153	153	0.0	0	0	Spanner	3/4	2	1	0															3			
52	52	153	153	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	446		articMarcatoAbove								130	3			
52	52	613/4	613/4	0.0	1/16	1/16	Spanner	3/4	2	1	0																		
52	52	613/4	613/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	447														
52	52	154	154	0.0	1/4	1/4	Spanner	3/4	2	1	0															4			
52	52	154	154	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	448		articMarcatoAbove								131	4			
52	52	617/4	617/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	449											4			
52	52	309/2	309/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
52	52	155	155	0.0	1/2	1/2	Spanner	3/4	2	1	0															5			
52	52	155	155	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	450		articMarcatoAbove								132	5			
52	52	621/4	621/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	451											5			
52	52	311/2	311/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
53	53	156	156	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	452		articMarcatoAbove								133				
53	53	625/4	625/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	453														
53	53	157	157	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	454		articMarcatoAbove								134				
53	53	629/4	629/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	455														
53	53	158	158	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	456		articMarcatoAbove								135				
53	53	633/4	633/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	457														
53	53	156	156	0.0	0	0	Spanner	3/4	2	1	0															6			
53	53	156	156	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	458		articMarcatoAbove								136	6			
53	53	625/4	625/4	0.0	1/16	1/16	Spanner	3/4	2	1	0																		
53	53	625/4	625/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	459														
53	53	157	157	0.0	1/4	1/4	Spanner	3/4	2	1	0															7			
53	53	157	157	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	460		articMarcatoAbove								137	7			
53	53	629/4	629/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	461											7			
53	53	315/2	315/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
53	53	158	158	0.0	1/2	1/2	Spanner	3/4	2	1	0															8			
53	53	158	158	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	462		articMarcatoAbove								138	8			
53	53	633/4	633/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	463											8			
53	53	317/2	317/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
54	54	159	159	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	464		articMarcatoAbove								139				
54	54	637/4	637/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	465														
54	54	160	160	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	466		articMarcatoAbove								140				
54	54	641/4	641/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	467														
54	54	161	161	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	468		articMarcatoAbove								141				
54	54	645/4	645/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	469														
54	54	159	159	0.0	0	0	Spanner	3/4	2	1	0															9			
54	54	159	159	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	470		articMarcatoAbove								142	9			
54	54	637/4	637/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	471											9			
54	54	319/2	319/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																		
54	54	160	160	0.0	1/4	1/4	Spanner	3/4	2	1	0															10			
54	54	160	160	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	472		articMarcatoAbove								143	10			
54	54	641/4	641/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	473											10			
54	54	321/2	321/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
54	54	161	161	0.0	1/2	1/2	Spanner	3/4	2	1	0															11			
54	54	161	161	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	474		articMarcatoAbove								144	11			
54	54	645/4	645/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	475											11			
54	54	323/2	323/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
55	55	162	162	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	476		articMarcatoAbove								145				
55	55	649/4	649/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	477														
