mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	crescendo_hairpin	decrescendo_hairpin	TextLine
72	72	145	145	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	434		articStaccatoBelow											
72	72	291/2	291/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	435		articStaccatoBelow											
73	73	146	146	0.0	0	0	Dynamic	2/4	1	1	0					sf												
73	73	146	146	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	436		articStaccatoBelow											
73	73	293/2	293/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	437		articStaccatoBelow											
73	73	295/2	295/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	438		articStaccatoAbove											
73	73	147	147	0.0	1/4	1/4	Dynamic	2/4	2	1	0					sf												
73	73	147	147	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	439		articStaccatoBelow											
73	73	295/2	295/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	440		articStaccatoBelow											
74	74	148	148	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	441													
74	74	297/2	297/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	442													
74	74	299/2	299/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	443													
74	74	148	148	0.0	0	0	StaffText	2/4	2	1	0							<i>cresc.</i>										
74	74	297/2	297/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															7		
74	74	297/2	297/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	444		articStaccatoBelow									7		
74	74	149	149	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	445		articStaccatoBelow									7		
74	74	299/2	299/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	446		articStaccatoBelow									7		
75	75	150	150	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	447													
75	75	301/2	301/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	448													
75	75	303/2	303/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	449		articStaccatoAbove											
75	75	150	150	0.0	0	0	Spanner	2/4	2	1	0																	
75	75	301/2	301/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															8		
75	75	301/2	301/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	450		articStaccatoBelow									8		
75	75	151	151	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	451		articStaccatoBelow									8		
75	75	303/2	303/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	452		articStaccatoBelow									8		
76	76	152	152	0.0	0	0	StaffText	2/4	1	1	0							<i>poco rit.</i>										
76	76	152	152	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	453													
76	76	305/2	305/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	454													
76	76	307/2	307/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	455		articStaccatoAbove											
76	76	152	152	0.0	0	0	Spanner	2/4	2	1	0																	
76	76	305/2	305/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															9		
76	76	305/2	305/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	456		articStaccatoBelow									9		
76	76	153	153	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	457		articStaccatoBelow									9		
76	76	307/2	307/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	458		articStaccatoBelow									9		
77	77	154	154	0.0	0	0	StaffText	2/4	1	1	0							<i>al</i>										
77	77	154	154	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	459													
77	77	309/2	309/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	460													
77	77	311/2	311/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	461		articStaccatoAbove											
77	77	154	154	0.0	0	0	Spanner	2/4	2	1	0																	
77	77	309/2	309/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	462		articStaccatoAbove											
77	77	155	155	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	463		articStaccatoAbove											
77	77	311/2	311/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	464		articStaccatoAbove											
78	78	156	156	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=184	184.0	𝅘𝅥	184.0	1.0					
78	78	156	156	0.0	0	0	Dynamic	2/4	1	1	0					ff												
78	78	156	156	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	465		articMarcatoAbove							31				
78	78	313/2	313/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	466													
78	78	157	157	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	467		articMarcatoAbove							32				
78	78	315/2	315/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	468													
79	79	158	158	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	469		articMarcatoAbove							33				
79	79	317/2	317/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	470													
79	79	159	159	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	471		articMarcatoAbove							34				
79	79	319/2	319/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	472													
79	79	158	158	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	473		articMarcatoAbove											
80	80	160	160	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	474		articMarcatoAbove							35				
80	80	321/2	321/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	475													
80	80	161	161	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	476		articMarcatoAbove							36				
80	80	323/2	323/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	477													
80	80	160	160	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	478		articMarcatoAbove											
81	81	162	162	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	479		articMarcatoAbove							37				
81	81	325/2	325/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	480													
81	81	163	163	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	481		articMarcatoAbove							38				
81	81	327/2	327/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	482													
81	81	162	162	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	483		articMarcatoAbove											
82	82	164	164	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	484		articMarcatoAbove							39				
82	82	329/2	329/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	485													
82	82	165	165	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	486		articMarcatoAbove							40				
82	82	331/2	331/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	487													
82	82	164	164	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	488		articMarcatoAbove											
83	83	166	166	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	489		articMarcatoAbove							41				
83	83	333/2	333/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	490													
83	83	167	167	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	491		articMarcatoAbove							42				
83	83	335/2	335/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	492													
83	83	166	166	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	493		articMarcatoAbove											
84	84	168	168	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	494		articMarcatoAbove							43				
84	84	337/2	337/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	495													
84	84	169	169	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	496		articMarcatoAbove							44				
84	84	339/2	339/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	497													
84	84	168	168	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	498													
85	85	170	170	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	499		articMarcatoAbove							45				
85	85	341/2	341/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	500													
85	85	171	171	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	501		articMarcatoAbove							46				
85	85	343/2	343/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	502													
85	85	170	170	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	503													
86	86	172	172	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	504		articMarcatoAbove							47				
86	86	345/2	345/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	505													
86	86	173	173	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	506		articMarcatoAbove							48				
86	86	347/2	347/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	507		articStaccatoAbove											
86	86	172	172	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	508													
86	86	173	173	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	509		articTenutoAbove											
87	87	174	174	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	510		articMarcatoAbove							49				
87	87	349/2	349/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	511		articStaccatoAbove											
87	87	175	175	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	512		articMarcatoAbove							50				
87	87	351/2	351/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	513		articStaccatoAbove											
87	87	174	174	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	514		articTenutoBelow											
87	87	175	175	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	515		articTenutoBelow											
87	87	351/2	351/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	516		articTenutoBelow											
88	88	176	176	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	517		articMarcatoAbove							51				
88	88	353/2	353/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	518		articStaccatoAbove											
88	88	177	177	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	519		articMarcatoAbove							52				
88	88	355/2	355/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	520		articStaccatoAbove											
88	88	176	176	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	521		articTenutoBelow											
88	88	177	177	0.0	1/4	1/4	Spanner	2/4	2	1	0															10		
88	88	177	177	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	522		articStaccatoBelow									10		
88	88	355/2	355/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	523		articStaccatoBelow									10		
89	89	178	178	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	524		articMarcatoAbove							53				
89	89	357/2	357/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	525		articStaccatoAbove											
89	89	179	179	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	526		articMarcatoAbove							54				
89	89	359/2	359/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	527		articStaccatoAbove											
89	89	178	178	0.0	0	0	Spanner	2/4	2	1	0																	
89	89	178	178	0.0	0	0	Spanner	2/4	2	1	0																5	
89	89	178	178	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	528									55			5	
89	89	357/2	357/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	529												5	
89	89	179	179	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	530		articTenutoBelow										5	
89	89	359/2	359/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	531		articTenutoBelow										5	
90	90	180	180	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	532		articMarcatoAbove							56				
90	90	361/2	361/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	533		articStaccatoAbove											
90	90	181	181	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	534		articMarcatoAbove							57				
90	90	363/2	363/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	535		articStaccatoAbove											
90	90	180	180	0.0	0	0	Spanner	2/4	2	1	0																	
90	90	180	180	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	536		articTenutoBelow											
90	90	181	181	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	537		articStaccatoBelow											
90	90	363/2	363/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	538		articStaccatoBelow											
91	91	182	182	0.0	0	0	StaffText	2/4	1	1	0							<i>sempre</i>										
91	91	182	182	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	539		articStaccatoBelow											
91	91	365/2	365/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	540		articStaccatoBelow											
91	91	183	183	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	541		articStaccatoBelow											
91	91	367/2	367/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0					ff												
91	91	367/2	367/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	542		articStaccatoBelow											
92	92	184	184	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	543		articStaccatoBelow											
92	92	369/2	369/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	544		articStaccatoBelow											
92	92	185	185	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	545		articStaccatoBelow											
92	92	371/2	371/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	546		articStaccatoBelow											
93	93	186	186	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	547									58				
93	93	373/2	373/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	548													
93	93	187	187	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	549		articStaccatoBelow											
93	93	375/2	375/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	550		articStaccatoBelow											
94	94	188	188	0.0	0	0	StaffText	2/4	1	1	0							<i>con fuoco</i>										
94	94	188	188	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=208	208.0	𝅘𝅥	208.0	1.0					
94	94	188	188	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	551									59				
94	94	377/2	377/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	552													
94	94	189	189	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	553									60				
94	94	379/2	379/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	554													
95	95	190	190	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	555		articMarcatoAbove							61				
95	95	381/2	381/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	556		articStaccatoAbove											
95	95	191	191	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	557		articMarcatoAbove							62				
95	95	383/2	383/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	558		articStaccatoAbove											
95	95	190	190	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	559									63				
96	96	192	192	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	560		articMarcatoAbove							64				
96	96	385/2	385/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	561		articStaccatoAbove											
96	96	192	192	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	562									63				
96	96	385/2	385/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	563													
96	96	193	193	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	564									65				
96	96	387/2	387/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	565													
97	97	194	194	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	566		articMarcatoAbove							66				
97	97	389/2	389/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	567		articStaccatoAbove											
97	97	195	195	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	568		articMarcatoAbove							67				
97	97	391/2	391/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	569		articStaccatoAbove											
97	97	194	194	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	570									68				
98	98	196	196	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	571		articMarcatoAbove							69				
98	98	393/2	393/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	572		articStaccatoAbove											
98	98	196	196	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	573									68				
98	98	393/2	393/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	574													
98	98	197	197	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	575									70				
98	98	395/2	395/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	576													
99	99	198	198	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	577									71				
99	99	397/2	397/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	578													
99	99	199	199	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	579									72				
99	99	399/2	399/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	580													
100	100	200	200	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	581									73				
100	100	401/2	401/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	582													
100	100	201	201	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	583									74				
100	100	403/2	403/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	584													
101	101	202	202	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	585									75				
101	101	405/2	405/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	586													
101	101	203	203	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	587									76				
101	101	407/2	407/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	588													
102	102	204	204	0.0	0	0	StaffText	2/4	1	1	0							<i>molto dim.</i>										
102	102	204	204	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=88	88.0	𝅘𝅥	88.0	1.0					
102	102	204	204	0.0	0	0	StaffText	2/4	2	1	0							<i>espress.</i>										
102	102	204	204	0.0	0	0	Spanner	2/4	2	1	0																6	
102	102	204	204	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	589												6	
102	102	409/2	409/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	590												6	
103	103	206	206	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	591												6	
103	103	413/2	413/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	592												6	
104	104	208	208	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	593												6	
104	104	419/2	419/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	594												6	
105	105	210	210	0.0	0	0	StaffText	2/4	1	1	0							<i>rit.</i>										
105	105	210	210	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	595												6	
106	106	212	212	0.0	0	0	Dynamic	2/4	1	1	0					p												
106	106	212	212	0.0	0	0	Spanner	2/4	2	1	0																	
106	106	212	212	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	596													
108	108	216	216	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=132	132.0	𝅘𝅥	132.0	1.0					
108	108	216	216	0.0	0	0	StaffText	2/4	1	1	0							<i>sempre</i>										
108	108	216	216	0.0	0	0	Dynamic	2/4	1	1	0					pp												
108	108	216	216	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	597													
108	108	216	216	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	598													
108	108	216	216	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	599													
108	108	216	216	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	600													
108	108	433/2	433/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	601		articStaccatoAbove											
108	108	217	217	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	602		articStaccatoAbove											
108	108	435/2	435/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	603		articStaccatoAbove											
109	109	218	218	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	604		articStaccatoAbove											
109	109	218	218	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	605													
109	109	218	218	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	606													
109	109	218	218	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	607													
109	109	218	218	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	608													
109	109	437/2	437/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	609		articStaccatoAbove											
109	109	219	219	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	610		articStaccatoAbove											
109	109	439/2	439/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	611		articStaccatoAbove											
110	110	220	220	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	612													
110	110	220	220	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	613													
110	110	220	220	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	614													
110	110	220	220	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	615													
110	110	441/2	441/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	616		articStaccatoAbove											
110	110	221	221	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	617		articStaccatoAbove											
110	110	443/2	443/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	618		articStaccatoAbove											
110	110	220	220	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	619		articStaccatoBelow											
111	111	222	222	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	620		articStaccatoAbove											
111	111	222	222	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	621													
111	111	222	222	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	622													
111	111	222	222	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	623													
111	111	222	222	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	624													
111	111	445/2	445/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	625		articStaccatoBelow											
111	111	223	223	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	626		articStaccatoBelow											
111	111	447/2	447/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	627		articStaccatoBelow											
112	112	224	224	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	628													
112	112	224	224	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	629													
112	112	224	224	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	630													
112	112	224	224	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	631		articStaccatoBelow											
113	113	226	226	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	632													
113	113	226	226	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	633													
113	113	226	226	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	634													
113	113	226	226	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	635		articStaccatoAbove											
114	114	228	228	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	636													
114	114	228	228	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	637													
114	114	228	228	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	638													
114	114	228	228	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	639		articStaccatoBelow											
114	114	228	228	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	640													
114	114	228	228	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	641													
114	114	228	228	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	642													
114	114	228	228	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	643		articStaccatoAbove											
115	115	230	230	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	644													
115	115	230	230	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	645													
115	115	230	230	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	646													
115	115	230	230	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	647		articStaccatoAbove											
115	115	231	231	0.0	1/4	1/4	Spanner	2/4	1	1	0														0			
115	115	230	230	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	648													
115	115	230	230	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	649													
115	115	230	230	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	650													
115	115	230	230	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	651		articStaccatoAbove											
116	116	232	232	0.0	0	0	StaffText	2/4	1	1	0							<i>ritard.</i>							0			
116	116	232	232	0.0	0	0	Spanner	2/4	1	1	0														0		7	
116	116	232	232	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	652										0		7	
116	116	232	232	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	653										0		7	
116	116	232	232	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	654										0		7	
116	116	232	232	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	655		articTenutoStaccatoAbove								0		7	
116	116	233	233	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	656		articTenutoStaccatoAbove								0		7	
116	116	232	232	0.0	0	0	StaffText	2/4	2	1	0							<i>con molto sentimento</i>										
116	116	232	232	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	657													
116	116	232	232	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	658													
116	116	232	232	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	659													
116	116	232	232	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	660		articTenutoStaccatoBelow											
116	116	233	233	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	661		articTenutoStaccatoBelow											
117	117	234	234	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	662		articTenutoStaccatoAbove								0		7	
117	117	235	235	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	663		articTenutoStaccatoAbove								0		7	
117	117	234	234	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	664		articTenutoStaccatoBelow											
117	117	235	235	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	665		articTenutoStaccatoBelow											
118	118	236	236	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	666										0		7	
118	118	238	238	0.0	1/2	1/2	Spanner	2/4	1	1	0																	
118	118	238	238	0.0	1/2	1/2	Spanner	2/4	1	1	0																	
118	118	236	236	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	667													
