mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
66	66	599/6	599/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	286											3		
66	66	100	100	0.0	1/4	1/4	Spanner	3/8	1	1	0																
66	66	100	100	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	287		articStaccatoAbove											
66	66	99	99	0.0	0	0	Spanner	3/8	2	1	0																
66	66	99	99	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	288													
67	67	201/2	201/2	0.0	0	0	StaffText	3/8	1	1	0						"<font size=""12""/><b>Tempo I</b>"										
67	67	201/2	201/2	0.0	0	0	Dynamic	3/8	1	1	0				mf												
67	67	201/2	201/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	289		articStaccatoAbove											
67	67	101	101	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	290		articMarcatoAbove											
67	67	201/2	201/2	0.0	0	0	Dynamic	3/8	2	1	0				p												
67	67	201/2	201/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	291		articStaccatoBelow											
67	67	101	101	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	292		articStaccatoBelow											
67	67	203/2	203/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	293		articStaccatoBelow											
68	68	102	102	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	294													
68	68	102	102	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	295		articStaccatoBelow											
68	68	205/2	205/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	296		articStaccatoBelow											
68	68	103	103	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	297		articStaccatoBelow											
69	69	207/2	207/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	298													
69	69	207/2	207/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	299		articStaccatoBelow											
69	69	104	104	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	300		articStaccatoBelow											
69	69	209/2	209/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	301		articStaccatoBelow											
70	70	105	105	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	302													
70	70	211/2	211/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	303									18				
70	70	317/3	317/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	304									18				
70	70	635/6	635/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	305									18				
70	70	106	106	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	306		articStaccatoAbove											
70	70	105	105	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	307		articStaccatoAbove											
71	71	213/2	213/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	308		articStaccatoAbove											
71	71	107	107	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	309		articMarcatoAbove											
71	71	213/2	213/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	310		articStaccatoBelow											
71	71	107	107	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	311		articStaccatoBelow											
71	71	215/2	215/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	312		articStaccatoBelow											
72	72	108	108	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	313													
72	72	108	108	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	314		articStaccatoBelow											
72	72	217/2	217/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	315		articStaccatoBelow											
72	72	109	109	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	316		articStaccatoBelow											
73	73	219/2	219/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	317													
73	73	219/2	219/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	318		articStaccatoBelow											
73	73	110	110	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	319		articStaccatoBelow											
73	73	221/2	221/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	320		articStaccatoBelow											
74	74	111	111	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	321													
74	74	223/2	223/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	322									19				
74	74	335/3	335/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	323									19				
74	74	671/6	671/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	324									19				
74	74	112	112	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	325		articStaccatoAbove											
74	74	111	111	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	326		articStaccatoBelow											
75	75	225/2	225/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	327		articStaccatoAbove											
75	75	113	113	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	328		articMarcatoAbove											
75	75	225/2	225/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	329		articStaccatoBelow											
75	75	113	113	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	330		articStaccatoBelow											
75	75	227/2	227/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	331		articStaccatoBelow											
76	76	114	114	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	332													
76	76	229/2	229/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	333									20				
76	76	344/3	344/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	334									20				
76	76	689/6	689/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	335									20				
76	76	115	115	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	336													
76	76	114	114	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	337		articStaccatoBelow											
76	76	229/2	229/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	338		articStaccatoBelow											
77	77	231/2	231/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	339		articStaccatoAbove											
77	77	116	116	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	340		articMarcatoAbove											
77	77	231/2	231/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	341		articStaccatoBelow											
77	77	116	116	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	342		articStaccatoBelow											
77	77	233/2	233/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	343		articStaccatoBelow											
78	78	117	117	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	344													
78	78	235/2	235/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	345									21				
78	78	353/3	353/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	346									21				
78	78	707/6	707/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	347									21				
78	78	118	118	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	348													
78	78	117	117	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	349		articStaccatoBelow											
79	79	237/2	237/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	350													
79	79	119	119	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	351													
79	79	239/2	239/2	0.0	1/4	1/4	Spanner	3/8	1	1	0														4		
79	79	239/2	239/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	352											4		
80	80	120	120	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	353											4		
80	80	241/2	241/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	354											4		
80	80	121	121	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	355											4		
80	80	120	120	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	356													
80	80	241/2	241/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	357													
80	80	121	121	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	358													
81	81	243/2	243/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	359											4		
81	81	122	122	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	360											4		
81	81	245/2	245/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	361											4		
81	81	243/2	243/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	362													
81	81	122	122	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	363													
81	81	245/2	245/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	364													
82	82	123	123	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	365											4		
82	82	247/2	247/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	366											4		
82	82	124	124	0.0	1/4	1/4	Spanner	3/8	1	1	0																
82	82	124	124	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	367													
82	82	123	123	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	368													
82	82	247/2	247/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	369													
82	82	124	124	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	370													
83	83	249/2	249/2	0.0	0	0	Dynamic	3/8	1	1	0				f												
83	83	249/2	249/2	0.0	0	0	StaffText	3/8	1	1	0						<i>poco largo</i>										
83	83	249/2	249/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	371		articMarcatoAbove											
83	83	251/2	251/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	372		articMarcatoAbove											
83	83	125	125	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	373		articMarcatoAbove											
84	84	126	126	0.0	0	0	Tempo	3/8	1	1	0							𝅘𝅥.=120	180.0	𝅘𝅥.	120.0	1.0					
84	84	126	126	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	374													
84	84	253/2	253/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	375		articMarcatoAbove											
84	84	126	126	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	376		articMarcatoAbove											
84	84	127	127	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	377		articMarcatoAbove											
85	85	255/2	255/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	378		articMarcatoAbove											
85	85	257/2	257/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	379		articMarcatoAbove											
85	85	255/2	255/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	380													
85	85	128	128	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	381		articMarcatoAbove											
86	86	129	129	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	382													
86	86	259/2	259/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	383		articMarcatoAbove											
86	86	129	129	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	384		articMarcatoAbove											
86	86	130	130	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	385									22				
87	87	261/2	261/2	0.0	0	0	StaffText	3/8	1	1	0						<i>dim.</i>										
87	87	261/2	261/2	0.0	0	0	Spanner	3/8	1	1	0															3	
87	87	261/2	261/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	386												3	
87	87	261/2	261/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	387		articStaccatoBelow											
87	87	131	131	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	388		articStaccatoBelow											
87	87	263/2	263/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	389		articStaccatoBelow											
88	88	132	132	0.0	0	0	StaffText	3/8	1	1	0						<i>poco   a   poco   accel.</i>										
88	88	132	132	0.0	0	0	Spanner	3/8	1	1	0																
88	88	132	132	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	390													
88	88	132	132	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	391		articStaccatoAbove											
88	88	265/2	265/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	392		articStaccatoAbove											
88	88	133	133	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	393		articStaccatoAbove											
89	89	267/2	267/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	394													
89	89	267/2	267/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	395		articStaccatoBelow											
89	89	134	134	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	396		articStaccatoBelow											
89	89	269/2	269/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	397		articStaccatoBelow											
90	90	135	135	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	398													
90	90	135	135	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	399		articStaccatoBelow											
90	90	271/2	271/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	400		articStaccatoBelow											
90	90	136	136	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	401		articStaccatoBelow											
91	91	273/2	273/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	402													
91	91	273/2	273/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	403		articStaccatoBelow											
91	91	137	137	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	404		articStaccatoBelow											
91	91	275/2	275/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	405		articStaccatoBelow											
92	92	277/2	277/2	0.0	1/8	1/8	StaffText	3/8	1	1	0						<i>a tempo</i>										
92	92	277/2	277/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	406									23				
92	92	416/3	416/3	0.0	1/6	1/6	Spanner	3/8	1	1	0												23		5		
92	92	416/3	416/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	407									23		5		
92	92	833/6	833/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	408									23		5		
92	92	139	139	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	409		articStaccatoAbove									5		
92	92	138	138	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	410		articStaccatoBelow											
92	92	277/2	277/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	411		articStaccatoBelow											
93	93	279/2	279/2	0.0	0	0	Dynamic	3/8	1	1	0				f												
93	93	279/2	279/2	0.0	0	0	Spanner	3/8	1	1	0																
93	93	279/2	279/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	412		articStaccatoAbove											
93	93	140	140	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	413		articMarcatoAbove											
93	93	140	140	0.0	1/8	1/8	Dynamic	3/8	2	1	0				p												
93	93	140	140	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	414		articStaccatoAbove											
93	93	281/2	281/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	415		articStaccatoAbove											
94	94	141	141	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	416													
94	94	141	141	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	417		articStaccatoAbove											
94	94	283/2	283/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	418		articStaccatoAbove											
94	94	142	142	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	419		articStaccatoAbove											
95	95	285/2	285/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	420													
95	95	285/2	285/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	421		articStaccatoAbove											
95	95	143	143	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	422		articStaccatoAbove											
95	95	287/2	287/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	423		articStaccatoAbove											
96	96	144	144	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	424													
96	96	289/2	289/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	425									24				
96	96	434/3	434/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	426									24				
96	96	869/6	869/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	427									24				
96	96	145	145	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	428		articStaccatoAbove											
96	96	144	144	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	429		articStaccatoAbove											
96	96	289/2	289/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	430		articStaccatoAbove											
97	97	291/2	291/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	431		articStaccatoAbove											
97	97	146	146	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	432		articMarcatoAbove											
97	97	146	146	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	433		articStaccatoBelow											
97	97	293/2	293/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	434		articStaccatoBelow											
98	98	147	147	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	435													
98	98	147	147	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	436		articStaccatoBelow											
98	98	295/2	295/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	437		articStaccatoBelow											
98	98	148	148	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	438		articStaccatoBelow											
99	99	297/2	297/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	439													
99	99	297/2	297/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	440		articStaccatoBelow											
99	99	149	149	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	441		articStaccatoBelow											
99	99	299/2	299/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	442		articStaccatoBelow											
100	100	150	150	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	443													
100	100	301/2	301/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	444									25				
100	100	452/3	452/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	445									25				
100	100	905/6	905/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	446									25				
100	100	151	151	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	447		articStaccatoAbove											
100	100	150	150	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	448		articStaccatoBelow											
100	100	301/2	301/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	449		articStaccatoBelow											
101	101	303/2	303/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	450		articStaccatoAbove											
101	101	152	152	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	451		articMarcatoAbove											
101	101	152	152	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	452		articStaccatoBelow											
101	101	305/2	305/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	453		articStaccatoBelow											
102	102	153	153	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	454													
102	102	307/2	307/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	455									26				
102	102	461/3	461/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	456									26				
102	102	923/6	923/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	457									26				
102	102	154	154	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	458		articStaccatoAbove											
102	102	153	153	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	459		articStaccatoBelow											
102	102	307/2	307/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	460		articStaccatoBelow											
103	103	309/2	309/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	461		articStaccatoAbove											
103	103	155	155	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	462		articMarcatoAbove											
103	103	155	155	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	463		articStaccatoBelow											
103	103	311/2	311/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	464		articStaccatoBelow											
104	104	313/2	313/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	465									27				
104	104	470/3	470/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	466									27				
104	104	941/6	941/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	467									27				
104	104	157	157	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	468		articStaccatoAbove											
104	104	156	156	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	469		articStaccatoBelow											
104	104	313/2	313/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	470		articStaccatoBelow											
105	105	315/2	315/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	471		articStaccatoAbove											
105	105	158	158	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	472		articStaccatoAbove											
105	105	317/2	317/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	473		articStaccatoAbove											
105	105	158	158	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	474		articStaccatoBelow											
105	105	317/2	317/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	475		articStaccatoBelow											
106	106	159	159	0.0	0	0	Spanner	3/8	1	1	0														6		
106	106	159	159	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	476		articStaccatoAbove									6		
106	106	319/2	319/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	477		articStaccatoAbove									6		
106	106	160	160	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	478		articStaccatoAbove									6		
106	106	159	159	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	479		articStaccatoBelow											
106	106	319/2	319/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	480		articStaccatoBelow											
106	106	160	160	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	481		articStaccatoBelow											
107	107	321/2	321/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	482		articStaccatoAbove									6		
107	107	161	161	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	483		articStaccatoAbove									6		
107	107	323/2	323/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	484		articStaccatoAbove									6		
107	107	321/2	321/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	485		articStaccatoAbove											
107	107	161	161	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	486		articStaccatoAbove											
107	107	323/2	323/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	487		articStaccatoAbove											
108	108	162	162	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	488		articStaccatoAbove									6		
108	108	325/2	325/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	489		articStaccatoAbove									6		
108	108	163	163	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	490		articStaccatoAbove									6		
108	108	162	162	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	491		articStaccatoAbove											
108	108	325/2	325/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	492		articStaccatoAbove											
108	108	163	163	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	493		articStaccatoAbove											
109	109	327/2	327/2	0.0	0	0	Dynamic	3/8	1	1	0				f												
109	109	327/2	327/2	0.0	0	0	StaffText	3/8	1	1	0						<i>poco largo</i>										
109	109	327/2	327/2	0.0	0	0	Spanner	3/8	1	1	0																
109	109	327/2	327/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	494		articMarcatoAbove											
109	109	329/2	329/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	495		articMarcatoAbove											
109	109	164	164	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	496		articMarcatoAbove											
110	110	165	165	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	497													
110	110	331/2	331/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	498		articMarcatoAbove											
110	110	165	165	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	499		articMarcatoAbove											
110	110	166	166	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	500		articMarcatoAbove											
111	111	333/2	333/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	501													
111	111	335/2	335/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	502													
111	111	333/2	333/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	503													
111	111	167	167	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	504		articMarcatoAbove											
112	112	168	168	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	505													
112	112	337/2	337/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	506		articMarcatoAbove											
112	112	168	168	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	507		articMarcatoAbove											
112	112	169	169	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	508									28				
113	113	339/2	339/2	0.0	0	0	StaffText	3/8	1	1	0						<i>dim.</i>										
113	113	339/2	339/2	0.0	0	0	Spanner	3/8	1	1	0															4	
113	113	339/2	339/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	509												4	
113	113	339/2	339/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	510		articStaccatoBelow											
113	113	170	170	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	511		articStaccatoBelow											
113	113	341/2	341/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	512		articStaccatoBelow											
114	114	171	171	0.0	0	0	StaffText	3/8	1	1	0						<i>a tempo</i>										
114	114	171	171	0.0	0	0	Dynamic	3/8	1	1	0				p												
114	114	171	171	0.0	0	0	Spanner	3/8	1	1	0																
114	114	171	171	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	513													
114	114	343/2	343/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	514		articStaccatoAbove											
114	114	172	172	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	515		articStaccatoAbove											
114	114	171	171	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	516		articMarcatoAbove											
115	115	345/2	345/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	517		articStaccatoAbove											
115	115	173	173	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	518		articStaccatoAbove											
115	115	347/2	347/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	519		articStaccatoAbove											
115	115	345/2	345/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	520													
115	115	173	173	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	521		articStaccatoBelow											
115	115	347/2	347/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	522		articStaccatoBelow											
