mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
160	160	481/2	481/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	756													
161	161	242	242	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	757									49				
161	161	969/4	969/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	758									49				
161	161	485/2	485/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	759									49				
161	161	971/4	971/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	760													
161	161	483/2	483/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	761		articMarcatoAbove							50				
161	161	725/3	725/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	762									50				
161	161	1451/6	1451/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	763									50				
161	161	242	242	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	764													
162	162	487/2	487/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	765									51				
162	162	975/4	975/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	766									51				
162	162	244	244	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	767									51				
162	162	977/4	977/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	768													
162	162	243	243	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	769		articMarcatoAbove							52				
162	162	1459/6	1459/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	770									52				
162	162	730/3	730/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	771									52				
162	162	487/2	487/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	772													
163	163	245	245	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	773									53				
163	163	981/4	981/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	774									53				
163	163	491/2	491/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	775									53				
163	163	983/4	983/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	776													
163	163	489/2	489/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	777		articMarcatoAbove							54				
163	163	734/3	734/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	778									54				
163	163	1469/6	1469/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	779									54				
163	163	245	245	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	780													
164	164	493/2	493/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	781									55				
164	164	987/4	987/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	782									55				
164	164	247	247	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	783									55				
164	164	989/4	989/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	784													
164	164	246	246	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	785		articMarcatoAbove							56				
164	164	1477/6	1477/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	786									56				
164	164	739/3	739/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	787									56				
164	164	493/2	493/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	788													
165	165	248	248	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	789									57				
165	165	993/4	993/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	790									57				
165	165	497/2	497/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	791									57				
165	165	995/4	995/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	792													
165	165	495/2	495/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	793		articMarcatoAbove							58				
165	165	743/3	743/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	794									58				
165	165	1487/6	1487/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	795									58				
165	165	248	248	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	796													
166	166	499/2	499/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	797									59				
166	166	999/4	999/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	798									59				
166	166	250	250	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	799									59				
166	166	1001/4	1001/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	800													
166	166	249	249	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	801		articMarcatoAbove							60				
166	166	1495/6	1495/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	802									60				
166	166	748/3	748/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	803									60				
166	166	499/2	499/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	804													
167	167	251	251	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	805									61				
167	167	1005/4	1005/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	806									61				
167	167	503/2	503/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	807									61				
167	167	1007/4	1007/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	808													
167	167	501/2	501/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	809		articMarcatoAbove							62				
167	167	752/3	752/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	810									62				
167	167	1505/6	1505/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	811									62				
167	167	251	251	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	812													
168	168	505/2	505/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	813									63				
168	168	1011/4	1011/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	814									63				
168	168	253	253	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	815									63				
168	168	1013/4	1013/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	816													
168	168	252	252	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	817		articMarcatoAbove							64				
168	168	1513/6	1513/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	818									64				
168	168	757/3	757/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	819									64				
168	168	505/2	505/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	820													
169	169	254	254	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	821									65				
169	169	1017/4	1017/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	822									65				
169	169	509/2	509/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	823									65				
169	169	1019/4	1019/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	824													
169	169	507/2	507/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	825		articMarcatoAbove							66				
169	169	761/3	761/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	826									66				
169	169	1523/6	1523/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	827									66				
169	169	254	254	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	828													
170	170	511/2	511/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	829									67				
170	170	1023/4	1023/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	830									67				
170	170	256	256	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	831									67				
170	170	1025/4	1025/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	832													
170	170	255	255	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	833		articMarcatoAbove							68				
170	170	1531/6	1531/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	834									68				
170	170	766/3	766/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	835									68				
170	170	511/2	511/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	836													
171	171	513/2	513/2	0.0	0	0	Spanner	3/8	1	1	0														9		
171	171	513/2	513/2	0.0	0	0	Dynamic	3/8	2	1	0				f												
171	171	513/2	513/2	0.14285714285714285	0	0	Chord	3/8	2	1	1/28	1/16	4/7	837									69				
171	171	3593/14	3593/14	0.14285714285714285	1/28	1/28	Chord	3/8	2	1	1/28	1/16	4/7	838									69				
171	171	3595/14	3595/14	0.14285714285714285	1/14	1/14	Chord	3/8	2	1	1/28	1/16	4/7	839									69				
171	171	3597/14	3597/14	0.14285714285714285	3/28	3/28	Chord	3/8	2	1	1/28	1/16	4/7	840									69				
171	171	3599/14	3599/14	0.14285714285714285	1/7	1/7	Chord	3/8	2	1	1/28	1/16	4/7	841									69				
171	171	3601/14	3601/14	0.14285714285714285	5/28	5/28	Chord	3/8	2	1	1/28	1/16	4/7	842									69				
171	171	3603/14	3603/14	0.14285714285714285	3/14	3/14	Chord	3/8	2	1	1/28	1/16	4/7	843													
172	172	258	258	0.0	0	0	Spanner	3/8	1	1	0																
172	172	258	258	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	844													
172	172	517/2	517/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	845													
172	172	259	259	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	846													
173	173	519/2	519/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	847													
173	173	260	260	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	848													
173	173	521/2	521/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	849													
174	174	261	261	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	850													
174	174	523/2	523/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	851													
174	174	262	262	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	852													
175	175	525/2	525/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	853													
175	175	263	263	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	854													
175	175	527/2	527/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	855													
176	176	264	264	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	856		articAccentBelow											
176	176	529/2	529/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	857													
176	176	265	265	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	858													
176	176	264	264	0.0	0	0	StaffText	3/8	2	1	0						<i>cresc. molto</i>										
176	176	264	264	0.0	0	0	Spanner	3/8	2	1	0														10		
177	177	531/2	531/2	0.0	0	0	Spanner	3/8	1	1	0																0
177	177	531/2	531/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	859													0
177	177	266	266	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	860													0
177	177	533/2	533/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	861													0
178	178	267	267	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	862													0
178	178	535/2	535/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	863													0
178	178	268	268	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	864													0
179	179	537/2	537/2	0.0	0	0	Spanner	3/8	1	1	0														11		0
179	179	537/2	537/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	865									70		11		0
179	179	806/3	806/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	866									70		11		0
179	179	1613/6	1613/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	867									70		11		0
179	179	269	269	0.0	1/8	1/8	Dynamic	3/8	1	1	0				sf								70				0
179	179	269	269	0.0	1/8	1/8	Spanner	3/8	1	1	0												70				0
179	179	269	269	0.0	1/8	1/8	Spanner	3/8	1	1	0												70	0			0
179	179	269	269	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	868									70	0			0
179	179	537/2	537/2	0.0	0	0	Dynamic	3/8	2	1	0				ff												
179	179	537/2	537/2	0.0	0	0	Spanner	3/8	2	1	0																
179	179	537/2	537/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	869		articMarcatoAbove											
179	179	269	269	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	870													
179	179	539/2	539/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	871													
180	180	270	270	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	872									70	0			0
180	180	270	270	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	873		articMarcatoAbove											
180	180	541/2	541/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	874													
180	180	271	271	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	875													
181	181	543/2	543/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	876									70	0			0
181	181	543/2	543/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	877		articMarcatoAbove											
181	181	272	272	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	878													
181	181	545/2	545/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	879													
182	182	273	273	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	880										0			0
182	182	273	273	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	881		articMarcatoAbove											
182	182	547/2	547/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	882													
182	182	274	274	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	883													
183	183	549/2	549/2	0.0	0	0	Spanner	3/8	1	1	0																0
183	183	549/2	549/2	0.0	0	0	Spanner	3/8	1	1	0														12		0
183	183	549/2	549/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	884									71		12		0
183	183	824/3	824/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	885									71		12		0
183	183	1649/6	1649/6	0.0	1/12	1/12	Spanner	3/8	1	1	0												71				0
183	183	1649/6	1649/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	886									71				0
183	183	275	275	0.0	1/8	1/8	Dynamic	3/8	1	1	0				sf								71				0
183	183	275	275	0.0	1/8	1/8	Spanner	3/8	1	1	0												71	1			0
183	183	275	275	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	887									71	1			0
183	183	549/2	549/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	888		articMarcatoAbove											
183	183	275	275	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	889													
183	183	551/2	551/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	890													
184	184	276	276	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	891									71	1			0
184	184	276	276	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	892		articMarcatoAbove											
184	184	553/2	553/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	893													
184	184	277	277	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	894													
185	185	555/2	555/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	895									71	1			0
185	185	555/2	555/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	896		articMarcatoAbove											
185	185	278	278	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	897													
185	185	557/2	557/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	898													
186	186	279	279	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	899										1			0
186	186	279	279	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	900		articMarcatoAbove											
186	186	559/2	559/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	901													
186	186	280	280	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	902													
187	187	561/2	561/2	0.0	0	0	Spanner	3/8	1	1	0																0
187	187	561/2	561/2	0.0	0	0	Spanner	3/8	1	1	0														13		0
187	187	561/2	561/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	903									72		13		0
187	187	842/3	842/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	904									72		13		0
187	187	1685/6	1685/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	905									72		13		0
187	187	281	281	0.0	1/8	1/8	Dynamic	3/8	1	1	0				sf								72				0
187	187	281	281	0.0	1/8	1/8	Spanner	3/8	1	1	0												72				0
187	187	281	281	0.0	1/8	1/8	Spanner	3/8	1	1	0												72	2			0
187	187	281	281	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	906									72	2			0
187	187	561/2	561/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	907		articMarcatoAbove											
187	187	281	281	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	908													
187	187	563/2	563/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	909													
188	188	282	282	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	910										2			0
188	188	282	282	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	911		articMarcatoAbove											
188	188	565/2	565/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	912													
188	188	283	283	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	913													
189	189	567/2	567/2	0.0	0	0	Spanner	3/8	1	1	0																0
189	189	567/2	567/2	0.0	0	0	Spanner	3/8	1	1	0														14		0
189	189	567/2	567/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	914									73		14		0
189	189	851/3	851/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	915									73		14		0
189	189	1703/6	1703/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	916									73		14		0
189	189	284	284	0.0	1/8	1/8	Dynamic	3/8	1	1	0				sf								73				0
189	189	284	284	0.0	1/8	1/8	Spanner	3/8	1	1	0												73				0
189	189	284	284	0.0	1/8	1/8	Spanner	3/8	1	1	0												73	3			0
189	189	284	284	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	917									73	3			0
189	189	567/2	567/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	918		articMarcatoAbove											
189	189	284	284	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	919													
189	189	569/2	569/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	920													
190	190	285	285	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	921										3			0
190	190	285	285	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	922		articMarcatoAbove											
190	190	571/2	571/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	923													
190	190	286	286	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	924													
191	191	573/2	573/2	0.0	0	0	Spanner	3/8	1	1	0																0
191	191	573/2	573/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	925									74				0
191	191	860/3	860/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	926									74				0
191	191	1721/6	1721/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	927									74				0
191	191	287	287	0.0	1/8	1/8	Spanner	3/8	1	1	0												74	4			0
191	191	287	287	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	928									74	4			0
191	191	573/2	573/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	929		articMarcatoAbove											
191	191	287	287	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	930													
191	191	575/2	575/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	931													
192	192	288	288	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	932										4			0
192	192	288	288	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	933		articMarcatoAbove											
192	192	577/2	577/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	934													
192	192	289	289	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	935													
193	193	579/2	579/2	0.0	0	0	Spanner	3/8	1	1	0																0
193	193	579/2	579/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	936									75				0
193	193	869/3	869/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	937									75				0
193	193	1739/6	1739/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	938									75				0
193	193	290	290	0.0	1/8	1/8	Spanner	3/8	1	1	0												75	5			0
193	193	290	290	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	939									75	5			0
193	193	579/2	579/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	940		articMarcatoAbove											
193	193	290	290	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	941													
193	193	581/2	581/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	942													
194	194	291	291	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	943										5			0
194	194	291	291	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	944		articMarcatoAbove											
194	194	583/2	583/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	945													
194	194	292	292	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	946													
195	195	585/2	585/2	0.0	0	0	Spanner	3/8	1	1	0																0
195	195	585/2	585/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	947									76				0
195	195	878/3	878/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	948									76				0
195	195	1757/6	1757/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	949									76				0
195	195	293	293	0.0	1/8	1/8	StaffText	3/8	1	1	0						<i>dim.</i>										0
195	195	293	293	0.0	1/8	1/8	Spanner	3/8	1	1	0													6			0
195	195	293	293	0.0	1/8	1/8	Spanner	3/8	1	1	0													6		7	0
195	195	293	293	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	950										6		7	0
196	196	294	294	0.0	0	0	Spanner	3/8	1	1	0																
196	196	294	294	0.0	0	0	Spanner	3/8	1	1	0																
196	196	294	294	0.0	0	0	Spanner	3/8	1	1	0																
196	196	294	294	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	951		articMarcatoAbove											
196	196	589/2	589/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	952		articStaccatoBelow											
196	196	295	295	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	953		articStaccatoBelow											
197	197	591/2	591/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	954		articMarcatoAbove											
197	197	296	296	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	955		articStaccatoBelow											
197	197	593/2	593/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	956		articStaccatoBelow											
198	198	297	297	0.0	0	0	Spanner	3/8	1	1	0																1
198	198	297	297	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	957									77				1
198	198	1783/6	1783/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	958									77				1
198	198	892/3	892/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	959									77				1
198	198	595/2	595/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	960													1
199	199	597/2	597/2	0.0	0	0	Spanner	3/8	1	1	0																
199	199	597/2	597/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	961		articStaccatoBelow											
199	199	299	299	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	962		articStaccatoBelow											
199	199	599/2	599/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	963		articStaccatoBelow											
200	200	300	300	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	964		articStaccatoBelow											
200	200	601/2	601/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	965		articStaccatoBelow											
200	200	301	301	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	966		articStaccatoBelow											
201	201	603/2	603/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	967									78				
201	201	905/3	905/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	968									78				
201	201	1811/6	1811/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	969									78				
201	201	302	302	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	970													
202	202	303	303	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	971		articStaccatoBelow											
202	202	607/2	607/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	972		articStaccatoBelow											
202	202	304	304	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	973		articStaccatoBelow											
203	203	609/2	609/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	974		articStaccatoBelow											
203	203	305	305	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	975		articStaccatoBelow											
203	203	611/2	611/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	976		articStaccatoBelow											
204	204	306	306	0.0	0	0	Dynamic	3/8	1	1	0				p												
204	204	306	306	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	977									79				
204	204	1837/6	1837/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	978									79				
204	204	919/3	919/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	979									79				
204	204	613/2	613/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	980													
205	205	615/2	615/2	0.0	0	0	Dynamic	3/8	2	1	0				p												
205	205	615/2	615/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	981		articStaccatoBelow											
205	205	308	308	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	982		articStaccatoBelow											
205	205	617/2	617/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	983		articStaccatoBelow											
207	207	621/2	621/2	0.0	0	0	Dynamic	3/8	2	1	0				pp												
207	207	621/2	621/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	984		articStaccatoBelow											
207	207	311	311	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	985		articStaccatoBelow											
207	207	623/2	623/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	986		articStaccatoBelow											
210	210	315	315	0.0	0	0	Dynamic	3/8	2	1	0				mf												
