mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	TextLine
9	9	941/28	941/28	0.07142857142857142	5/7	5/7	Chord	9/8	1	1	1/56	1/64	8/7	120									10			3	
9	9	943/28	943/28	0.07142857142857142	41/56	41/56	Chord	9/8	1	1	1/56	1/64	8/7	121									10			3	
9	9	135/4	135/4	0.0	3/4	3/4	Spanner	9/8	1	1	0												10				
9	9	135/4	135/4	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	122									10				
9	9	139/4	139/4	0.0	1	1	Spanner	9/8	1	1	0												10		4		
9	9	139/4	139/4	0.0625	1	1	Chord	9/8	1	1	1/64	1/64	1	123									10		4		
9	9	557/16	557/16	0.0625	65/64	65/64	Chord	9/8	1	1	1/64	1/64	1	124									10		4		
9	9	279/8	279/8	0.0625	33/32	33/32	Chord	9/8	1	1	1/64	1/64	1	125									10		4		
9	9	559/16	559/16	0.0625	67/64	67/64	Chord	9/8	1	1	1/64	1/64	1	126									10		4		
9	9	35	35	0.0625	17/16	17/16	Chord	9/8	1	1	1/64	1/64	1	127									10		4		
9	9	561/16	561/16	0.0625	69/64	69/64	Chord	9/8	1	1	1/64	1/64	1	128									10		4		
9	9	281/8	281/8	0.0625	35/32	35/32	Chord	9/8	1	1	1/64	1/64	1	129									10		4		
9	9	563/16	563/16	0.0	71/64	71/64	Spanner	9/8	1	1	0												10				
9	9	563/16	563/16	0.0625	71/64	71/64	Chord	9/8	1	1	1/64	1/64	1	130									10				
9	9	123/4	123/4	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	131													
9	9	135/4	135/4	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	132													
10	10	141/4	141/4	1.5	0	0	Chord	9/8	1	1	3/8	1/4	3/2	133		articAccentAbove							10				
10	10	147/4	147/4	1.0	3/8	3/8	Chord	9/8	1	1	1/4	1/4	1	134													
10	10	151/4	151/4	0.0	5/8	5/8	Spanner	9/8	1	1	0															4	
10	10	151/4	151/4	0.08333333333333333	5/8	5/8	Chord	9/8	1	1	1/48	1/64	4/3	135									11			4	
10	10	227/6	227/6	0.08333333333333333	31/48	31/48	Chord	9/8	1	1	1/48	1/64	4/3	136									11			4	
10	10	455/12	455/12	0.08333333333333333	2/3	2/3	Chord	9/8	1	1	1/48	1/64	4/3	137									11			4	
10	10	38	38	0.08333333333333333	11/16	11/16	Chord	9/8	1	1	1/48	1/64	4/3	138									11			4	
10	10	457/12	457/12	0.08333333333333333	17/24	17/24	Chord	9/8	1	1	1/48	1/64	4/3	139									11			4	
10	10	229/6	229/6	0.08333333333333333	35/48	35/48	Chord	9/8	1	1	1/48	1/64	4/3	140									11			4	
10	10	153/4	153/4	0.0	3/4	3/4	Spanner	9/8	1	1	0												11				
10	10	153/4	153/4	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	141									11				
10	10	157/4	157/4	0.0	1	1	Spanner	9/8	1	1	0												11		5		
10	10	157/4	157/4	0.0625	1	1	Chord	9/8	1	1	1/64	1/64	1	142									11		5		
10	10	629/16	629/16	0.0625	65/64	65/64	Chord	9/8	1	1	1/64	1/64	1	143									11		5		
10	10	315/8	315/8	0.0625	33/32	33/32	Chord	9/8	1	1	1/64	1/64	1	144									11		5		
10	10	631/16	631/16	0.0625	67/64	67/64	Chord	9/8	1	1	1/64	1/64	1	145									11		5		
10	10	79/2	79/2	0.0625	17/16	17/16	Chord	9/8	1	1	1/64	1/64	1	146									11		5		
10	10	633/16	633/16	0.0625	69/64	69/64	Chord	9/8	1	1	1/64	1/64	1	147									11		5		
10	10	317/8	317/8	0.0625	35/32	35/32	Chord	9/8	1	1	1/64	1/64	1	148									11		5		
10	10	635/16	635/16	0.0	71/64	71/64	Spanner	9/8	1	1	0												11				
10	10	635/16	635/16	0.0625	71/64	71/64	Chord	9/8	1	1	1/64	1/64	1	149									11				
10	10	141/4	141/4	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	150													
10	10	153/4	153/4	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	151													
11	11	159/4	159/4	1.5	0	0	Chord	9/8	1	1	3/8	1/4	3/2	152		articAccentAbove							11				
11	11	165/4	165/4	0.0	3/8	3/8	StaffText	9/8	1	1	0						"<font size=""12""/><i>più </i>"										
11	11	165/4	165/4	0.0	3/8	3/8	Dynamic	9/8	1	1	0				p												
11	11	165/4	165/4	1.0	3/8	3/8	Chord	9/8	1	1	1/4	1/4	1	153													
11	11	169/4	169/4	0.08333333333333333	5/8	5/8	Chord	9/8	1	1	1/48	1/64	4/3	154									12				
11	11	127/3	127/3	0.0	31/48	31/48	Spanner	9/8	1	1	0												12			5	
11	11	127/3	127/3	0.08333333333333333	31/48	31/48	Chord	9/8	1	1	1/48	1/64	4/3	155									12			5	
11	11	509/12	509/12	0.08333333333333333	2/3	2/3	Chord	9/8	1	1	1/48	1/64	4/3	156									12			5	
11	11	85/2	85/2	0.08333333333333333	11/16	11/16	Chord	9/8	1	1	1/48	1/64	4/3	157									12			5	
11	11	511/12	511/12	0.08333333333333333	17/24	17/24	Chord	9/8	1	1	1/48	1/64	4/3	158									12			5	
11	11	128/3	128/3	0.08333333333333333	35/48	35/48	Chord	9/8	1	1	1/48	1/64	4/3	159									12			5	
11	11	171/4	171/4	0.0	3/4	3/4	Spanner	9/8	1	1	0												12				
11	11	171/4	171/4	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	160									12				
11	11	175/4	175/4	0.0	1	1	Spanner	9/8	1	1	0												12		6		
11	11	175/4	175/4	0.07142857142857142	1	1	Chord	9/8	1	1	1/56	1/64	8/7	161									12		6		
11	11	1227/28	1227/28	0.07142857142857142	57/56	57/56	Chord	9/8	1	1	1/56	1/64	8/7	162									12		6		
11	11	1229/28	1229/28	0.07142857142857142	29/28	29/28	Chord	9/8	1	1	1/56	1/64	8/7	163									12		6		
11	11	1231/28	1231/28	0.07142857142857142	59/56	59/56	Chord	9/8	1	1	1/56	1/64	8/7	164									12		6		
11	11	1233/28	1233/28	0.07142857142857142	15/14	15/14	Chord	9/8	1	1	1/56	1/64	8/7	165									12		6		
11	11	1235/28	1235/28	0.07142857142857142	61/56	61/56	Chord	9/8	1	1	1/56	1/64	8/7	166									12		6		
11	11	1237/28	1237/28	0.07142857142857142	31/28	31/28	Chord	9/8	1	1	1/56	1/64	8/7	167									12		6		
11	11	159/4	159/4	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	168													
11	11	171/4	171/4	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	169													
12	12	177/4	177/4	0.0	0	0	Spanner	9/8	1	1	0												12				
12	12	177/4	177/4	1.5	0	0	Chord	9/8	1	1	3/8	1/4	3/2	170		articAccentAbove							12				
12	12	183/4	183/4	1.0	3/8	3/8	Chord	9/8	1	1	1/4	1/4	1	171													
12	12	187/4	187/4	0.0	5/8	5/8	Spanner	9/8	1	1	0															6	
12	12	187/4	187/4	0.08333333333333333	5/8	5/8	Chord	9/8	1	1	1/48	1/64	4/3	172									13			6	
12	12	281/6	281/6	0.08333333333333333	31/48	31/48	Chord	9/8	1	1	1/48	1/64	4/3	173									13			6	
12	12	563/12	563/12	0.08333333333333333	2/3	2/3	Chord	9/8	1	1	1/48	1/64	4/3	174									13			6	
12	12	47	47	0.08333333333333333	11/16	11/16	Chord	9/8	1	1	1/48	1/64	4/3	175									13			6	
12	12	565/12	565/12	0.08333333333333333	17/24	17/24	Chord	9/8	1	1	1/48	1/64	4/3	176									13			6	
12	12	283/6	283/6	0.08333333333333333	35/48	35/48	Chord	9/8	1	1	1/48	1/64	4/3	177									13			6	
12	12	189/4	189/4	0.0	3/4	3/4	Spanner	9/8	1	1	0												13				
12	12	189/4	189/4	1.0	3/4	3/4	Chord	9/8	1	1	1/4	1/4	1	178									13				
12	12	193/4	193/4	0.0	1	1	Spanner	9/8	1	1	0												13		7		
12	12	193/4	193/4	0.07142857142857142	1	1	Chord	9/8	1	1	1/56	1/64	8/7	179									13		7		
12	12	1353/28	1353/28	0.07142857142857142	57/56	57/56	Chord	9/8	1	1	1/56	1/64	8/7	180									13		7		
12	12	1355/28	1355/28	0.07142857142857142	29/28	29/28	Chord	9/8	1	1	1/56	1/64	8/7	181									13		7		
12	12	1357/28	1357/28	0.07142857142857142	59/56	59/56	Chord	9/8	1	1	1/56	1/64	8/7	182									13		7		
12	12	1359/28	1359/28	0.07142857142857142	15/14	15/14	Chord	9/8	1	1	1/56	1/64	8/7	183									13		7		
12	12	1361/28	1361/28	0.07142857142857142	61/56	61/56	Chord	9/8	1	1	1/56	1/64	8/7	184									13		7		
12	12	1363/28	1363/28	0.07142857142857142	31/28	31/28	Chord	9/8	1	1	1/56	1/64	8/7	185									13		7		
12	12	177/4	177/4	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	186													
12	12	189/4	189/4	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	187													
13	13	195/4	195/4	0.0	0	0	Spanner	9/8	1	1	0																
13	13	195/4	195/4	0.5	0	0	Chord	9/8	1	1	1/8	1/8	1	188													
13	13	199/4	199/4	0.0	1/4	1/4	Dynamic	9/8	1	1	0				p												
13	13	199/4	199/4	0.08333333333333333	1/4	1/4	Chord	9/8	1	1	1/48	1/64	4/3	189									14				
13	13	299/6	299/6	0.0	13/48	13/48	Spanner	9/8	1	1	0												14			7	
13	13	299/6	299/6	0.08333333333333333	13/48	13/48	Chord	9/8	1	1	1/48	1/64	4/3	190									14			7	
13	13	599/12	599/12	0.08333333333333333	7/24	7/24	Chord	9/8	1	1	1/48	1/64	4/3	191									14			7	
13	13	50	50	0.08333333333333333	5/16	5/16	Chord	9/8	1	1	1/48	1/64	4/3	192									14			7	
13	13	601/12	601/12	0.08333333333333333	1/3	1/3	Chord	9/8	1	1	1/48	1/64	4/3	193									14			7	
13	13	301/6	301/6	0.08333333333333333	17/48	17/48	Chord	9/8	1	1	1/48	1/64	4/3	194									14			7	
13	13	201/4	201/4	0.0	3/8	3/8	Spanner	9/8	1	1	0																
13	13	201/4	201/4	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	195													
13	13	205/4	205/4	0.0	5/8	5/8	Spanner	9/8	1	1	0														8		
13	13	205/4	205/4	0.07142857142857142	5/8	5/8	Chord	9/8	1	1	1/56	1/64	8/7	196									15		8		
13	13	1437/28	1437/28	0.07142857142857142	9/14	9/14	Chord	9/8	1	1	1/56	1/64	8/7	197									15		8		
13	13	1439/28	1439/28	0.07142857142857142	37/56	37/56	Chord	9/8	1	1	1/56	1/64	8/7	198									15		8		
13	13	1441/28	1441/28	0.07142857142857142	19/28	19/28	Chord	9/8	1	1	1/56	1/64	8/7	199									15		8		
13	13	1443/28	1443/28	0.07142857142857142	39/56	39/56	Chord	9/8	1	1	1/56	1/64	8/7	200									15		8		
13	13	1445/28	1445/28	0.07142857142857142	5/7	5/7	Chord	9/8	1	1	1/56	1/64	8/7	201									15		8		
13	13	1447/28	1447/28	0.07142857142857142	41/56	41/56	Chord	9/8	1	1	1/56	1/64	8/7	202									15		8		
13	13	207/4	207/4	0.0	3/4	3/4	Spanner	9/8	1	1	0																
13	13	207/4	207/4	0.5	3/4	3/4	Chord	9/8	1	1	1/8	1/8	1	203													
13	13	211/4	211/4	0.0	1	1	Spanner	9/8	1	1	0															8	
13	13	211/4	211/4	0.08333333333333333	1	1	Chord	9/8	1	1	1/48	1/64	4/3	204									16			8	
13	13	317/6	317/6	0.08333333333333333	49/48	49/48	Chord	9/8	1	1	1/48	1/64	4/3	205									16			8	
